datetime,epoch,pod,latency,requests,action,next_action,new_latency,new_requests,reward,q_value,random
2021-11-07 21:40:40.821761,315,1,458,20,1,1,411,14,10,10.712192849418832,False
2021-11-07 21:41:28.933515,316,1,411,14,1,1,512,20,-20,-7.839033402621319,False
2021-11-07 21:42:15.976920,317,1,512,20,1,3,470,14,20,14.435710563845927,False
2021-11-07 21:43:02.989721,318,1,470,14,3,2,276,6,-20,-8.217302917392818,False
2021-11-07 21:43:50.099978,319,3,276,6,2,1,370,10,20,22.66149326398183,False
2021-11-07 21:44:37.281316,320,2,370,10,1,1,414,12,20,12.75648279064093,False
2021-11-07 21:45:24.403866,321,1,414,12,1,1,514,16,-20,-8.254005024493669,False
2021-11-07 21:46:11.356542,322,1,514,16,1,1,512,24,-10,9.939950994595463,False
2021-11-07 21:46:58.405710,323,1,512,24,1,3,453,14,20,15.163529552574758,False
2021-11-07 21:47:45.449014,324,1,453,14,3,2,275,6,-20,-8.443278142700951,False
2021-11-07 21:48:32.354451,325,3,275,6,2,3,387,14,20,21.330746631990912,True
2021-11-07 21:49:19.421707,326,2,387,14,3,2,0,0,-20,-4.667313342002272,False
2021-11-07 21:50:07.219619,327,3,0,0,2,1,411,14,20,23.85449401365569,False
2021-11-07 21:50:56.183214,328,2,411,14,1,1,470,14,20,14.314740139197049,False
2021-11-07 21:51:44.421158,329,1,470,14,1,1,413,12,10,-1.1905037683702515,False
2021-11-07 21:52:31.417823,330,1,413,12,1,3,501,16,-20,-7.470251884185126,False
2021-11-07 21:53:18.554885,331,1,501,16,3,2,270,6,20,22.21362350341392,False
2021-11-07 21:54:05.772111,332,3,270,6,2,1,206,6,20,23.034032520941075,False
2021-11-07 21:54:52.812364,333,2,206,6,1,1,454,20,20,14.891619240581173,True
2021-11-07 21:55:39.719336,334,1,454,20,1,1,468,14,10,8.488533453663134,False
2021-11-07 21:56:27.765738,335,1,468,14,1,1,485,22,10,3.3870074213232204,False
2021-11-07 21:57:15.051849,336,1,485,22,1,1,470,14,10,10.091018582162372,False
2021-11-07 21:58:02.064330,337,1,470,14,1,1,470,14,10,7.540255565992415,True
2021-11-07 21:58:49.073968,338,1,470,14,1,1,477,14,10,10.655191674494311,False
2021-11-07 21:59:36.160720,339,1,477,14,1,3,482,22,10,8.5539948810331,True
2021-11-07 22:00:23.266785,340,1,482,22,3,2,222,4,-20,-7.788693782192843,False
2021-11-07 22:01:10.313291,341,3,222,4,2,1,344,12,20,25.095701295269798,False
2021-11-07 22:01:58.512190,342,2,344,12,1,1,470,20,20,19.680124715139115,False
2021-11-07 22:02:45.374438,343,1,470,20,1,1,470,14,10,12.184008011339461,False
2021-11-07 22:03:32.211256,344,1,470,14,1,1,382,14,10,11.415496160774826,False
2021-11-07 22:04:19.291675,345,1,382,14,1,1,492,22,10,13.753750083222277,False
2021-11-07 22:05:06.164562,346,1,492,22,1,1,471,16,10,14.5304415264753,False
2021-11-07 22:05:53.120232,347,1,471,16,1,1,443,16,10,15.315312562416707,False
2021-11-07 22:06:40.416750,348,1,443,16,1,2,451,20,10,9.736933033801108,True
2021-11-07 22:07:27.523223,349,1,451,20,2,1,312,8,-20,-12.118541684669198,False
2021-11-07 22:08:14.418567,350,2,312,8,1,1,470,14,20,19.880042878740863,False
2021-11-07 22:09:01.426962,351,1,470,14,1,1,453,20,10,13.50107689851938,False
2021-11-07 22:09:48.517048,352,1,453,20,1,1,471,14,10,15.640489987867495,False
2021-11-07 22:10:35.534724,353,1,471,14,1,1,472,14,10,15.125807673889534,False
2021-11-07 22:11:22.427779,354,1,472,14,1,1,484,22,10,16.47302633391164,False
2021-11-07 22:12:10.400119,355,1,484,22,1,3,520,18,-20,3.3736508697872276,False
2021-11-07 22:12:57.352622,356,1,520,18,3,2,362,8,20,27.38073707552441,True
2021-11-07 22:13:44.542184,357,3,362,8,2,1,263,8,20,27.517861367320116,False
2021-11-07 22:14:31.465178,358,2,263,8,1,1,414,12,20,24.05827802284834,False
2021-11-07 22:15:18.542408,359,1,414,12,1,1,436,18,10,17.354769750433732,False
2021-11-07 22:16:05.569754,360,1,436,18,1,1,510,24,-20,2.4682672633605556,False
2021-11-07 22:16:52.368991,361,1,510,24,1,3,514,16,-20,4.426949045168482,False
2021-11-07 22:17:39.416860,362,1,514,16,3,2,258,8,20,30.56983387959223,False
2021-11-07 22:18:26.581620,363,3,258,8,2,1,377,10,20,28.678961862444837,False
2021-11-07 22:19:13.548893,364,2,377,10,1,1,412,12,20,20.457129173409697,False
2021-11-07 22:20:00.528531,365,1,412,12,1,1,412,14,10,6.851200447520417,False
2021-11-07 22:20:47.368721,366,1,412,14,1,2,453,20,10,5.395964802592909,True
2021-11-07 22:21:34.482848,367,1,453,20,2,1,474,14,0,-0.9449885489821748,False
2021-11-07 22:22:25.048265,368,2,474,14,1,1,479,18,20,21.577555787353077,False
2021-11-07 22:23:12.008883,369,1,479,18,1,1,469,14,10,9.046973601944682,False
2021-11-07 22:23:59.016390,370,1,469,14,1,1,456,20,10,10.366899518419148,False
2021-11-07 22:24:45.952985,371,1,456,20,1,3,515,16,-20,-0.6707160952083284,False
2021-11-07 22:25:33.059487,372,1,515,16,3,2,207,2,20,32.454657405407325,False
2021-11-07 22:26:21.405654,373,3,207,2,2,1,354,14,20,29.733869878060688,False
2021-11-07 22:27:08.493027,374,2,354,14,1,3,519,16,-20,8.90244224502837,False
2021-11-07 22:27:55.607254,375,1,519,16,3,3,207,2,20,26.227328702703662,True
2021-11-07 22:28:42.805185,376,3,207,2,3,2,360,8,10,12.433467469515172,False
2021-11-07 22:29:29.826083,377,3,360,8,2,1,344,12,20,27.092545500287436,False
2021-11-07 22:30:16.827842,378,2,344,12,1,3,514,16,-20,1.0080532981901005,False
2021-11-07 22:31:03.925274,379,1,514,16,3,2,302,4,20,29.886800726423687,True
2021-11-07 22:31:51.021975,380,3,302,4,2,1,354,14,20,23.79828607469124,False
2021-11-07 22:32:39.092386,381,2,354,14,1,1,487,16,20,13.095751528699836,False
2021-11-07 22:33:26.060440,382,1,487,16,1,1,471,14,10,12.77517463881436,False
2021-11-07 22:34:13.152354,383,1,471,14,1,3,515,14,-20,3.8592875010131014,False
2021-11-07 22:35:00.056606,384,1,515,14,3,2,258,8,20,30.892971881884655,False
2021-11-07 22:35:47.046779,385,3,258,8,2,1,258,8,20,27.913712543057706,True
2021-11-07 22:36:34.167583,386,2,258,8,1,1,440,20,20,21.86145998762209,False
2021-11-07 22:37:21.579340,387,1,440,20,1,1,471,14,10,5.6294638276491105,False
2021-11-07 22:38:08.660524,388,1,471,14,1,1,453,20,10,8.33700970741883,False
2021-11-07 22:38:55.730731,389,1,453,20,1,1,453,20,10,9.222097870736834,False
2021-11-07 22:39:42.769647,390,1,453,20,1,1,470,14,10,11.695301362223123,False
2021-11-07 22:40:29.585049,391,1,470,14,1,3,513,16,-20,1.8917478241805785,False
2021-11-07 22:41:16.685613,392,1,513,16,3,2,275,6,20,32.424914076706756,False
2021-11-07 22:42:03.689477,393,3,275,6,2,1,309,4,20,29.422221268434377,False
2021-11-07 22:42:51.629095,394,2,309,4,1,1,515,24,-20,2.0374672551031665,False
2021-11-07 22:43:38.497565,395,1,515,24,1,3,526,18,-20,0.3197030417609299,False
2021-11-07 22:44:25.380234,396,1,526,18,3,2,0,0,20,33.568012355461974,False
2021-11-07 22:45:12.495432,397,3,0,0,2,1,279,6,20,25.22047744799298,False
2021-11-07 22:45:59.390189,398,2,279,6,1,1,487,22,20,13.942558968107363,False
2021-11-07 22:46:46.417496,399,1,487,22,1,1,542,22,-20,-4.072423558448206,False
2021-11-07 22:47:33.625385,400,1,542,22,1,1,419,12,20,10.63278847692561,False
2021-11-07 22:48:20.624827,401,1,419,12,1,2,452,20,10,5.709626774844746,False
2021-11-07 22:49:07.537465,402,1,452,20,2,1,374,10,-20,-7.198556392316128,False
2021-11-07 22:49:54.574880,403,2,374,10,1,1,441,18,20,17.975282458061102,False
2021-11-07 22:50:41.815334,404,1,441,18,1,1,453,20,10,6.8367074978103215,False
2021-11-07 22:51:28.814216,405,1,453,20,1,1,490,22,10,1.9456823311638458,False
2021-11-07 22:52:15.881866,406,1,490,22,1,3,515,16,-20,-0.6351557455525836,False
2021-11-07 22:53:03.799522,407,1,515,16,3,2,411,14,20,26.784006177730987,True
2021-11-07 22:53:50.948373,408,3,411,14,2,1,311,8,20,13.48563974202684,False
2021-11-07 22:54:38.063368,409,2,311,8,1,3,514,24,-20,-3.0287205159463184,True
2021-11-07 22:55:25.170162,410,1,514,24,3,2,272,6,20,16.305119361998244,False
2021-11-07 22:56:12.120406,411,3,272,6,2,1,354,14,20,27.104059338511767,False
2021-11-07 22:56:59.156425,412,2,354,14,1,1,452,20,20,18.828852292642406,False
2021-11-07 22:57:46.158452,413,1,452,20,1,1,451,20,10,4.523633190835562,False
2021-11-07 22:58:33.261650,414,1,451,20,1,3,514,16,-20,-1.0421818601494723,False
2021-11-07 22:59:20.387891,415,1,514,16,3,2,211,4,20,30.168017923493437,False
2021-11-07 23:00:07.468405,416,3,211,4,2,2,259,8,20,23.552029669255884,False
2021-11-07 23:00:54.592436,417,2,259,8,2,2,259,8,10,5.0,False
2021-11-07 23:01:41.490630,418,2,259,8,2,1,291,10,10,12.207213073160602,False
2021-11-07 23:02:28.491735,419,2,291,10,1,1,439,16,20,21.123603020773785,True
2021-11-07 23:03:16.422022,420,1,439,16,1,1,486,22,10,8.157808283867793,False
2021-11-07 23:04:03.518852,421,1,486,22,1,1,452,20,10,4.218363604887895,False
2021-11-07 23:04:50.422000,422,1,452,20,1,1,469,14,10,9.148633873410896,False
2021-11-07 23:05:37.419801,423,1,469,14,1,1,474,20,10,11.366062610286619,False
2021-11-07 23:06:24.510242,424,1,474,20,1,3,542,22,-20,-1.349403222794991,False
2021-11-07 23:07:11.415825,425,1,542,22,3,3,207,4,20,21.260926548377917,True
2021-11-07 23:07:58.381454,426,3,207,4,3,2,207,4,10,17.104741152071558,False
2021-11-07 23:08:45.358899,427,3,207,4,2,1,289,10,20,27.056915589821386,False
2021-11-07 23:09:32.423899,428,2,289,10,1,3,471,14,20,18.450981974711656,True
2021-11-07 23:10:19.516847,429,1,471,14,3,2,207,6,-20,-7.457410173895129,False
2021-11-07 23:11:06.428427,430,3,207,6,2,1,438,16,20,28.141203288588606,False
2021-11-07 23:11:53.405426,431,2,438,16,1,1,488,16,20,22.067006639927484,False
2021-11-07 23:12:41.565478,432,1,488,16,1,1,476,14,10,13.524546957714964,False
2021-11-07 23:13:29.403463,433,1,476,14,1,1,471,14,10,15.143410218286222,True
2021-11-07 23:14:16.366642,434,1,471,14,1,1,471,14,10,16.357557663714665,False
2021-11-07 23:15:03.189909,435,1,471,14,1,1,452,20,10,12.841428026158585,False
2021-11-07 23:15:50.152471,436,1,452,20,1,1,486,22,10,3.987947582903757,True
2021-11-07 23:16:37.092106,437,1,486,22,1,1,412,12,10,10.204330797991524,False
2021-11-07 23:17:24.154188,438,1,412,12,1,3,514,16,-20,3.962718493952652,False
2021-11-07 23:18:10.967384,439,1,514,16,3,2,355,8,20,32.11930978389387,False
2021-11-07 23:18:58.074313,440,3,355,8,2,2,263,4,20,27.122404912584454,False
2021-11-07 23:19:45.148994,441,2,263,4,2,2,259,8,10,14.155409804870452,False
2021-11-07 23:20:32.163437,442,2,259,8,2,1,352,14,10,17.594456562417097,False
2021-11-07 23:21:19.177499,443,2,352,14,1,1,470,14,20,22.024182943451905,False
2021-11-07 23:22:06.179215,444,1,470,14,1,1,472,14,10,7.9720388704644884,False
2021-11-07 23:22:53.257963,445,1,472,14,1,1,411,18,10,10.979029152848366,False
2021-11-07 23:23:41.201558,446,1,411,18,1,1,417,12,10,13.234271864636273,False
2021-11-07 23:24:28.193766,447,1,417,12,1,3,515,20,-20,1.932367569412616,True
2021-11-07 23:25:15.304467,448,1,515,20,3,2,208,6,20,27.411064502335073,False
2021-11-07 23:26:02.473990,449,3,208,6,2,2,310,8,20,27.959816596896502,False
2021-11-07 23:26:50.725025,450,2,310,8,2,2,310,8,10,18.19584242181282,False
2021-11-07 23:27:38.538453,451,2,310,8,2,2,387,16,10,14.09792121090641,True
2021-11-07 23:28:25.302268,452,2,387,16,2,2,418,6,10,8.524480302726602,False
2021-11-07 23:29:14.801452,453,2,418,6,2,2,258,8,10,15.573440908179807,True
2021-11-07 23:30:01.796482,454,2,258,8,2,2,278,6,10,16.680080681134854,False
2021-11-07 23:30:48.770670,455,2,278,6,2,1,354,14,10,18.846086076430403,False
2021-11-07 23:31:35.773715,456,2,354,14,1,1,470,14,20,21.495183364079107,False
2021-11-07 23:32:22.908737,457,1,470,14,1,1,487,22,10,8.517266484204189,False
2021-11-07 23:33:09.757705,458,1,487,22,1,1,471,14,10,12.231482020046808,False
2021-11-07 23:33:57.649523,459,1,471,14,1,1,474,14,10,11.387949863153143,False
2021-11-07 23:34:44.896424,460,1,474,14,1,1,474,14,10,13.540962397364858,False
2021-11-07 23:35:31.792258,461,1,474,14,1,1,426,12,10,15.155721798023643,False
2021-11-07 23:36:18.830185,462,1,426,12,1,1,486,22,10,15.635731404023524,False
2021-11-07 23:37:05.787002,463,1,486,22,1,1,481,18,10,15.024673861029285,False
2021-11-07 23:37:52.816381,464,1,481,18,1,1,470,14,10,16.726798553017645,False
2021-11-07 23:38:40.042734,465,1,470,14,1,1,487,22,10,17.119567741766144,False
2021-11-07 23:39:27.050804,466,1,487,22,1,1,413,18,10,16.79222886595618,False
2021-11-07 23:40:14.018307,467,1,413,18,1,3,514,24,-20,5.41254999646684,False
2021-11-07 23:41:01.077798,468,1,514,24,3,2,212,2,20,30.695486400391662,False
2021-11-07 23:41:48.255704,469,3,212,2,2,2,275,6,20,28.69142981755585,False
2021-11-07 23:42:35.382941,470,2,275,6,2,1,388,16,10,19.79683887923498,False
2021-11-07 23:43:22.545439,471,2,388,16,1,3,542,22,-20,8.42146328213747,False
2021-11-07 23:44:16.696770,472,1,542,22,3,2,311,4,20,32.52060065458479,False
2021-11-07 23:45:03.759699,473,3,311,4,2,2,345,12,20,26.476834984459575,False
2021-11-07 23:45:50.800983,474,2,345,12,2,2,370,10,10,11.393360227044951,False
2021-11-07 23:46:37.863014,475,2,370,10,2,2,207,6,10,15.645889833331221,False
2021-11-07 23:47:24.947897,476,2,207,6,2,2,346,12,10,18.809891897950294,False
2021-11-07 23:48:11.862343,477,2,346,12,2,2,258,8,10,17.525417891153182,False
2021-11-07 23:48:58.980212,478,2,258,8,2,2,332,8,10,19.10741892346272,False
2021-11-07 23:49:46.003754,479,2,332,8,2,2,310,12,10,18.935063934519654,False
2021-11-07 23:50:32.989026,480,2,310,12,2,2,479,12,10,18.144063418364887,False
2021-11-07 23:51:20.010856,481,2,479,12,2,2,377,10,10,18.608047563773667,False
2021-11-07 23:52:06.906916,482,2,377,10,2,2,413,6,10,19.03778976551675,False
2021-11-07 23:52:53.994661,483,2,413,6,2,2,343,12,10,19.226979408639014,False
2021-11-07 23:53:40.828243,484,2,343,12,2,2,370,10,10,19.27834232413756,False
2021-11-07 23:54:28.735976,485,2,370,10,2,2,305,4,10,19.445916014228533,False
2021-11-07 23:55:15.669060,486,2,305,4,2,2,275,6,10,19.420234556479258,False
2021-11-07 23:56:02.815802,487,2,275,6,2,2,291,10,10,19.57159628179676,False
2021-11-07 23:56:49.881697,488,2,291,10,2,2,207,4,10,19.615857077563454,False
2021-11-07 23:57:37.249427,489,2,207,4,2,2,343,12,10,19.689762410289244,False
2021-11-07 23:58:24.037090,490,2,343,12,2,2,361,8,10,19.73036914135404,False
2021-11-07 23:59:11.113379,491,2,361,8,2,2,344,12,10,19.777473490483132,False
2021-11-07 23:59:58.111689,492,2,344,12,2,2,371,10,10,19.79777685601553,False
2021-11-08 00:00:45.094915,493,2,371,10,2,3,207,2,10,13.747336298461434,True
2021-11-08 00:01:32.264903,494,2,207,2,3,2,275,6,0,4.3161044870222325,False
2021-11-08 00:02:19.373628,495,3,275,6,2,2,258,8,20,28.182785864850572,False
2021-11-08 00:03:06.378823,496,2,258,8,2,2,365,8,10,19.83310511786235,False
2021-11-08 00:03:53.480149,497,2,365,8,2,2,477,12,10,18.353386633546535,False
2021-11-08 00:04:41.354638,498,2,477,12,2,2,275,6,10,16.46201480761735,False
2021-11-08 00:05:28.182059,499,2,275,6,2,2,289,6,10,18.7650399751599,False
2021-11-08 00:06:15.136206,500,2,289,6,2,2,276,6,10,19.073779981369924,False
2021-11-08 00:07:02.328645,501,2,276,6,2,2,411,14,10,18.6523936925893,False
2021-11-08 00:07:49.297336,502,2,411,14,2,2,309,8,10,17.894105826956,False
2021-11-08 00:08:36.215035,503,2,309,8,2,2,290,10,10,18.79972330303365,False
2021-11-08 00:09:23.319067,504,2,290,10,2,2,207,6,10,18.64698373923641,False
2021-11-08 00:10:10.357184,505,2,207,6,2,2,472,14,10,19.061607586325927,False
2021-11-08 00:10:57.630901,506,2,472,14,2,2,275,6,10,19.08889376619969,False
2021-11-08 00:11:44.627194,507,2,275,6,2,2,411,12,10,19.303027234712886,False
2021-11-08 00:12:31.613751,508,2,411,12,2,2,452,10,10,19.316670324649767,False
2021-11-08 00:13:18.729058,509,2,452,10,2,2,344,12,10,19.487502743487326,False
2021-11-08 00:14:05.778358,510,2,344,12,2,2,371,10,10,19.615627057615495,False
2021-11-08 00:14:53.779583,511,2,371,10,2,2,248,10,10,19.71172029321162,False
2021-11-08 00:15:40.596158,512,2,248,10,2,2,276,6,10,19.68161695528403,False
2021-11-08 00:16:29.628025,513,2,276,6,2,2,310,8,10,19.477270426034664,False
2021-11-08 00:17:16.583532,514,2,310,8,2,2,289,10,10,19.65903945183834,False
2021-11-08 00:18:03.609339,515,2,289,10,2,2,371,10,10,19.76121271646302,False
2021-11-08 00:18:50.687518,516,2,371,10,2,2,370,10,10,19.820909537347266,False
2021-11-08 00:19:37.692394,517,2,370,10,2,2,343,12,10,19.865682153010447,False
2021-11-08 00:20:24.698026,518,2,343,12,2,1,275,6,10,14.175660947518644,True
2021-11-08 00:21:11.790389,519,2,275,6,1,1,454,20,20,12.683696958515885,False
2021-11-08 00:21:58.760768,520,1,454,20,1,1,412,12,10,14.7492519320948,False
2021-11-08 00:22:45.768869,521,1,412,12,1,1,453,20,10,11.39358798125712,False
2021-11-08 00:23:32.894588,522,1,453,20,1,1,470,14,10,15.22302296136168,False
2021-11-08 00:24:19.930566,523,1,470,14,1,3,514,16,-20,3.726621436602027,False
2021-11-08 00:25:07.912292,524,1,514,16,3,2,275,6,20,33.10535135815958,False
2021-11-08 00:25:55.013627,525,3,275,6,2,2,371,10,20,27.63530816930495,False
2021-11-08 00:26:43.152850,526,2,371,10,2,2,275,12,10,15.631745710638983,False
2021-11-08 00:27:30.218933,527,2,275,12,2,2,258,8,10,17.730632718279075,False
2021-11-08 00:28:17.218551,528,2,258,8,2,2,363,8,10,19.744279588878754,False
2021-11-08 00:29:04.243117,529,2,363,8,2,2,275,6,10,19.808209691659066,False
2021-11-08 00:29:51.361849,530,2,275,6,2,2,290,10,10,19.3367630253993,True
2021-11-08 00:30:38.473447,531,2,290,10,2,2,308,8,10,18.69950711548936,False
2021-11-08 00:31:25.430206,532,2,308,8,2,2,343,12,10,19.343258291571992,False
2021-11-08 00:32:12.368760,533,2,343,12,2,2,311,8,10,19.185568130637677,False
2021-11-08 00:32:59.306429,534,2,311,8,2,2,206,4,10,19.507443718678992,False
2021-11-08 00:33:46.367670,535,2,206,4,2,3,309,8,10,15.832747981095054,True
2021-11-08 00:34:33.504890,536,2,309,8,3,2,271,6,-20,-0.9331207141626465,False
2021-11-08 00:35:21.387384,537,3,271,6,2,1,497,20,20,23.817654084652474,False
2021-11-08 00:36:08.290621,538,2,497,20,1,1,722,30,-20,-10.0,False
2021-11-08 00:36:55.156580,539,1,722,30,1,1,654,32,-10,-5.0,False
2021-11-08 00:37:42.075245,540,1,654,32,1,3,720,24,-20,-4.3698498363538025,False
2021-11-08 00:38:28.958153,541,1,720,24,3,2,207,4,20,32.21471384845552,False
2021-11-08 00:39:15.981809,542,3,207,4,2,2,353,14,20,26.705219074985656,False
2021-11-08 00:40:02.846162,543,2,353,14,2,2,310,4,10,18.5509710605926,False
2021-11-08 00:40:50.139349,544,2,310,4,2,2,309,8,10,16.87456098582129,False
2021-11-08 00:41:37.412440,545,2,309,8,2,2,446,12,10,18.075023258058796,False
2021-11-08 00:42:27.134475,546,2,446,12,2,1,514,24,-20,-0.7245144697036991,False
2021-11-08 00:43:14.222075,547,2,514,24,1,3,711,26,-20,-1.9463215378861207,False
2021-11-08 00:44:01.368916,548,1,711,26,3,2,309,8,20,32.78366169297417,False
2021-11-08 00:44:48.472406,549,3,309,8,2,2,310,8,20,27.871365352007526,False
2021-11-08 00:45:36.716050,550,2,310,8,2,1,413,18,10,16.142877449563766,False
2021-11-08 00:46:23.756717,551,2,413,18,1,2,617,30,-20,-5.789268358931265,False
2021-11-08 00:47:10.856495,552,1,617,30,2,2,360,8,20,14.035719362390942,False
2021-11-08 00:47:57.910893,553,2,360,8,2,2,453,20,10,13.071438724781883,False
2021-11-08 00:48:44.726190,554,2,453,20,2,2,443,12,10,4.818871382574075,False
2021-11-08 00:49:31.579118,555,2,443,12,2,2,476,14,10,4.456614147722226,False
2021-11-08 00:50:18.597061,556,2,476,14,2,2,353,14,10,8.342460610791669,False
2021-11-08 00:51:05.624513,557,2,353,14,2,2,377,12,10,11.256845458093752,False
2021-11-08 00:51:52.627406,558,2,377,12,2,2,471,14,10,13.442634093570312,False
2021-11-08 00:52:39.720461,559,2,471,14,2,2,420,16,10,15.081975570177734,False
2021-11-08 00:53:26.617667,560,2,420,16,2,2,389,16,10,16.3114816776333,False
2021-11-08 00:54:13.835621,561,2,389,16,2,2,258,8,10,16.423600520012123,False
2021-11-08 00:55:00.948260,562,2,258,8,2,2,445,12,10,15.641619492393971,False
2021-11-08 00:55:49.037705,563,2,445,12,2,2,278,6,10,17.122205133104554,True
2021-11-08 00:56:35.966171,564,2,278,6,2,2,385,16,10,17.101361029473125,False
2021-11-08 00:57:22.965652,565,2,385,16,2,2,310,8,10,17.836442823920557,False
2021-11-08 00:58:10.070252,566,2,310,8,2,2,414,12,10,18.0097912207167,False
2021-11-08 00:58:57.182479,567,2,414,12,2,1,518,16,-20,-1.0817785880397217,False
2021-11-08 00:59:44.405650,568,2,518,16,1,2,659,32,-20,-6.491070159402264,False
2021-11-08 01:00:31.337677,569,1,659,32,2,2,410,12,20,16.74741503418554,False
2021-11-08 01:01:18.370675,570,2,410,12,2,2,407,12,10,4.188666058970209,False
2021-11-08 01:02:05.422158,571,2,407,12,2,2,436,18,10,8.141499544227656,False
2021-11-08 01:02:52.181150,572,2,436,18,2,2,615,18,-20,-5.929250227886172,False
2021-11-08 01:03:40.036165,573,2,615,18,2,2,557,12,-10,-5.0,False
2021-11-08 01:04:28.240387,574,2,557,12,2,2,414,8,20,12.002447805179175,False
2021-11-08 01:05:15.882517,575,2,414,8,2,3,513,16,-20,-0.99510438964165,True
2021-11-08 01:06:03.990240,576,2,513,16,3,2,358,12,20,13.37140993550671,False
2021-11-08 01:06:51.010803,577,3,358,12,2,3,418,16,20,15.575991535512852,False
2021-11-08 01:07:38.105593,578,2,418,16,3,2,362,8,-20,-5.365815332999254,False
2021-11-08 01:08:25.175526,579,3,362,8,2,3,433,18,20,22.59422884275395,False
2021-11-08 01:09:12.210094,580,2,433,18,3,2,309,4,-20,-7.03435045581114,False
2021-11-08 01:09:59.435215,581,3,309,4,2,1,471,14,20,19.849797331644158,False
2021-11-08 01:10:46.424037,582,2,471,14,1,3,679,22,-20,-4.69871875622209,False
2021-11-08 01:11:33.520586,583,1,679,22,3,2,275,6,20,31.354280179398124,False
2021-11-08 01:12:20.603934,584,3,275,6,2,1,437,18,20,18.750218976766554,False
2021-11-08 01:13:07.637526,585,2,437,18,1,2,659,22,-20,-12.349359378111044,True
2021-11-08 01:13:54.726717,586,1,659,22,2,2,349,14,20,8.517687443028457,False
2021-11-08 01:14:41.750733,587,2,349,14,2,2,448,12,10,0.5530623290853711,False
2021-11-08 01:15:28.679883,588,2,448,12,2,2,411,18,10,5.414796746814028,False
2021-11-08 01:16:16.678762,589,2,411,18,2,2,412,12,10,9.061097560110522,False
2021-11-08 01:17:08.264852,590,2,412,12,2,3,546,12,-20,-2.126598736068061,False
2021-11-08 01:17:55.224398,591,2,546,12,3,2,346,12,20,20.57970285163157,False
2021-11-08 01:18:42.559655,592,3,346,12,2,3,626,18,-20,2.9329214806643185,False
2021-11-08 01:19:29.685572,593,2,626,18,3,2,470,14,20,21.023081795981867,False
2021-11-08 01:20:16.583962,594,3,470,14,2,3,571,18,-20,-3.277768810672374,False
2021-11-08 01:21:03.595912,595,2,571,18,3,2,361,8,20,25.19909564218257,True
2021-11-08 01:21:50.706602,596,3,361,8,2,2,344,12,20,18.843459804366262,False
2021-11-08 01:22:37.898168,597,2,344,12,2,2,444,10,10,3.405050947948954,False
2021-11-08 01:23:25.104008,598,2,444,10,2,2,446,12,10,7.553788210961716,False
2021-11-08 01:24:12.114641,599,2,446,12,2,2,382,14,10,10.665341158221286,False
2021-11-08 01:24:59.615041,600,2,382,14,2,1,309,4,10,13.503594818739614,False
2021-11-08 01:25:46.616681,601,2,309,4,1,3,615,20,-20,4.180418524107473,False
2021-11-08 01:26:36.209408,602,1,615,20,3,2,259,8,20,30.388005040790627,False
2021-11-08 01:27:25.457138,603,3,259,8,2,3,581,12,-20,5.721503812728773,False
2021-11-08 01:28:12.963180,604,2,581,12,3,2,306,16,20,21.780105618423192,True
2021-11-08 01:29:00.045872,605,3,306,16,2,1,259,8,20,9.406220225690682,False
2021-11-08 01:29:47.080718,606,2,259,8,1,3,711,26,-20,-0.31278947774860644,False
2021-11-08 01:30:34.081184,607,1,711,26,3,3,207,4,20,29.4701878084132,False
2021-11-08 01:31:20.975212,608,3,207,4,3,2,498,18,10,15.90392563245845,False
2021-11-08 01:32:07.959897,609,3,498,18,2,2,447,12,20,18.079008817530244,False
2021-11-08 01:32:55.034594,610,2,447,12,2,1,359,8,10,11.673600039932655,False
2021-11-08 01:33:41.980393,611,2,359,8,1,3,617,20,-20,-2.788847786771003,False
2021-11-08 01:34:28.919237,612,1,617,20,3,1,449,12,20,24.7350939042066,True
2021-11-08 01:35:15.985216,613,3,449,12,1,3,596,20,-20,-3.81622652394835,False
2021-11-08 01:36:02.753940,614,1,596,20,3,2,393,16,20,26.88729915648586,False
2021-11-08 01:36:50.703614,615,3,393,16,2,3,314,4,20,18.80622423022446,False
2021-11-08 01:37:37.600835,616,2,314,4,3,3,360,8,0,3.5094210510332893,False
2021-11-08 01:38:24.695031,617,3,360,8,3,1,549,12,-20,-2.0480371837707754,False
2021-11-08 01:39:11.588865,618,3,549,12,1,3,617,20,-20,-3.278175210878535,False
2021-11-08 01:39:58.695210,619,1,617,20,3,2,366,10,20,28.145205635799044,False
2021-11-08 01:40:45.695346,620,3,366,10,2,3,360,8,20,20.28046737787055,False
2021-11-08 01:41:32.640680,621,2,360,8,3,2,382,16,0,6.824827369984282,False
2021-11-08 01:42:19.803951,622,3,382,16,2,2,477,14,20,23.058633698918438,False
2021-11-08 01:43:06.767374,623,2,477,14,2,3,573,18,-20,1.2818264245721256,False
2021-11-08 01:43:53.724140,624,2,573,18,3,2,412,6,20,22.32042876239379,False
2021-11-08 01:44:40.785204,625,3,412,6,2,2,436,18,20,13.181208512507418,False
2021-11-08 01:45:27.906347,626,2,436,18,2,2,207,10,10,5.961369818429094,False
2021-11-08 01:46:14.913946,627,2,207,10,2,2,413,16,10,9.47102736382182,False
2021-11-08 01:47:03.140353,628,2,413,16,2,3,359,8,10,11.441720524406982,False
